specimen,length,structure_weight,haul,date_collected,latitude,longitude,region,read_age,test_age,final_age,run_number,scan_name,comments,unscannable,percent_affected,other_problem,crystallized,broken,side,timestamp,file_name,session_title
424191,42,0.0008,13,6/29/21,58.31827,-152.4015,Nkodiak,0,0,0,2,JJ202101202_424191_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424191_OA1_rescan1.0,NIR_JJ202101202_rescan1
424191,42,0.0008,13,6/29/21,58.31827,-152.4015,Nkodiak,,,,1,JJ202101202_424191_OA1,dried tissue,0,10,0,0,0,R,26-Oct-23,PACIFIC_COD_JJ202101202_424191_OA1.0,NIR_JJ202101202
424195,30,0.0004,13,6/29/21,58.31827,-152.4015,Nkodiak,0,0,0,2,JJ202101202_424195_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424195_OA1_rescan1.0,NIR_JJ202101202_rescan1
424195,30,0.0004,13,6/29/21,58.31827,-152.4015,Nkodiak,,,,1,JJ202101202_424195_OA1,dried tissue,0,50,0,0,0,L,26-Oct-23,PACIFIC_COD_JJ202101202_424195_OA1.0,NIR_JJ202101202
424222,39,0.0003,15,6/30/21,58.26837,-152.0553,Nkodiak,0,0,0,2,JJ202101202_424222_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424222_OA1_rescan1.0,NIR_JJ202101202_rescan1
424222,39,0.0003,15,6/30/21,58.26837,-152.0553,Nkodiak,,,,1,JJ202101202_424222_OA1,,0,0,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424222_OA1.0,NIR_JJ202101202
424223,37,0.0004,15,6/30/21,58.26837,-152.0553,Nkodiak,0,0,0,2,JJ202101202_424223_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424223_OA1_rescan1.0,NIR_JJ202101202_rescan1
424223,37,0.0004,15,6/30/21,58.26837,-152.0553,Nkodiak,,,,1,JJ202101202_424223_OA1,,0,0,0,0,0,L,31-Oct-23,PACIFIC_COD_JJ202101202_424223_OA1.0,NIR_JJ202101202
424224,41,0.0005,15,6/30/21,58.26837,-152.0553,Nkodiak,0,0,0,2,JJ202101202_424224_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424224_OA1_rescan1.0,NIR_JJ202101202_rescan1
424224,41,0.0005,15,6/30/21,58.26837,-152.0553,Nkodiak,,,,1,JJ202101202_424224_OA1,,0,0,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424224_OA1.0,NIR_JJ202101202
424226,36,0.0005,15,6/30/21,58.26837,-152.0553,Nkodiak,0,0,0,2,JJ202101202_424226_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424226_OA1_rescan1.0,NIR_JJ202101202_rescan1
424226,36,0.0005,15,6/30/21,58.26837,-152.0553,Nkodiak,,,,1,JJ202101202_424226_OA1,dried tissue,0,5,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424226_OA1.0,NIR_JJ202101202
424227,41,0.0007,16,6/30/21,58.278,-152.0489,Nkodiak,0,0,0,2,JJ202101202_424227_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424227_OA1_rescan1.0,NIR_JJ202101202_rescan1
424227,41,0.0007,16,6/30/21,58.278,-152.0489,Nkodiak,,,,1,JJ202101202_424227_OA1,dried tissue,0,5,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424227_OA1.0,NIR_JJ202101202
424228,42,0.0007,16,6/30/21,58.278,-152.0489,Nkodiak,0,0,0,2,JJ202101202_424228_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424228_OA1_rescan1.0,NIR_JJ202101202_rescan1
424228,42,0.0007,16,6/30/21,58.278,-152.0489,Nkodiak,,,,1,JJ202101202_424228_OA1,,0,0,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424228_OA1.0,NIR_JJ202101202
424229,41,0.0007,16,6/30/21,58.278,-152.0489,Nkodiak,0,0,0,2,JJ202101202_424229_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424229_OA1_rescan1.0,NIR_JJ202101202_rescan1
424229,41,0.0007,16,6/30/21,58.278,-152.0489,Nkodiak,,,,1,JJ202101202_424229_OA1,,0,0,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424229_OA1.0,NIR_JJ202101202
424230,39,0.0006,16,6/30/21,58.278,-152.0489,Nkodiak,0,0,0,2,JJ202101202_424230_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424230_OA1_rescan1.0,NIR_JJ202101202_rescan1
424230,39,0.0006,16,6/30/21,58.278,-152.0489,Nkodiak,,,,1,JJ202101202_424230_OA1,,0,0,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424230_OA1.0,NIR_JJ202101202
424232,38,0.0005,16,6/30/21,58.278,-152.0489,Nkodiak,0,0,0,2,JJ202101202_424232_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424232_OA1_rescan1.0,NIR_JJ202101202_rescan1
424232,38,0.0005,16,6/30/21,58.278,-152.0489,Nkodiak,,,,1,JJ202101202_424232_OA1,got glycerin thymol on L oto from forceps,0,0,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424232_OA1.0,NIR_JJ202101202
424236,41,0.0006,14,6/30/21,58.26781,-152.0603,Nkodiak,0,0,0,2,JJ202101202_424236_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424236_OA1_rescan1.0,NIR_JJ202101202_rescan1
424236,41,0.0006,14,6/30/21,58.26781,-152.0603,Nkodiak,,,,1,JJ202101202_424236_OA1,dried tissue,0,5,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424236_OA1.0,NIR_JJ202101202
424242,34,0.0003,17,7/1/21,58.14983,-152.3109,Nkodiak,0,0,0,2,JJ202101202_424242_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424242_OA1_rescan1.0,NIR_JJ202101202_rescan1
424242,34,0.0003,17,7/1/21,58.14983,-152.3109,Nkodiak,,,,1,JJ202101202_424242_OA1,dried tissue,0,5,0,0,0,L,31-Oct-23,PACIFIC_COD_JJ202101202_424242_OA1.0,NIR_JJ202101202
424243,36,0.0005,17,7/1/21,58.14983,-152.3109,Nkodiak,0,0,0,2,JJ202101202_424243_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424243_OA1_rescan1.0,NIR_JJ202101202_rescan1
424243,36,0.0005,17,7/1/21,58.14983,-152.3109,Nkodiak,,,,1,JJ202101202_424243_OA1,dried tissue,0,15,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424243_OA1.0,NIR_JJ202101202
424244,56,0.0017,18,7/1/21,58.15371,-152.3273,Nkodiak,0,0,0,2,JJ202101202_424244_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424244_OA1_rescan1.0,NIR_JJ202101202_rescan1
424244,56,0.0017,18,7/1/21,58.15371,-152.3273,Nkodiak,,,,1,JJ202101202_424244_OA1,,0,0,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424244_OA1.0,NIR_JJ202101202
424245,49,0.0012,18,7/1/21,58.15371,-152.3273,Nkodiak,0,0,0,2,JJ202101202_424245_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424245_OA1_rescan1.0,NIR_JJ202101202_rescan1
424245,49,0.0012,18,7/1/21,58.15371,-152.3273,Nkodiak,,,,1,JJ202101202_424245_OA1,,0,0,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424245_OA1.0,NIR_JJ202101202
424246,48,0.001,18,7/1/21,58.15371,-152.3273,Nkodiak,0,0,0,2,JJ202101202_424246_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424246_OA1_rescan1.0,NIR_JJ202101202_rescan1
424246,48,0.001,18,7/1/21,58.15371,-152.3273,Nkodiak,,,,1,JJ202101202_424246_OA1,,0,0,0,0,0,L,31-Oct-23,PACIFIC_COD_JJ202101202_424246_OA1.0,NIR_JJ202101202
424247,47,0.0009,18,7/1/21,58.15371,-152.3273,Nkodiak,0,0,0,2,JJ202101202_424247_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424247_OA1_rescan1.0,NIR_JJ202101202_rescan1
424247,47,0.0009,18,7/1/21,58.15371,-152.3273,Nkodiak,,,,1,JJ202101202_424247_OA1,,0,0,0,0,0,L,31-Oct-23,PACIFIC_COD_JJ202101202_424247_OA1.0,NIR_JJ202101202
424251,43,0.0008,20,7/4/21,58.08474,-154.5323,Nkodiak,0,0,0,2,JJ202101202_424251_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424251_OA1_rescan1.0,NIR_JJ202101202_rescan1
424251,43,0.0008,20,7/4/21,58.08474,-154.5323,Nkodiak,,,,1,JJ202101202_424251_OA1,,0,0,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424251_OA1.0,NIR_JJ202101202
424252,47,0.001,20,7/4/21,58.08474,-154.5323,Nkodiak,0,0,0,2,JJ202101202_424252_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424252_OA1_rescan1.0,NIR_JJ202101202_rescan1
424252,47,0.001,20,7/4/21,58.08474,-154.5323,Nkodiak,,,,1,JJ202101202_424252_OA1,,0,0,0,0,0,L,31-Oct-23,PACIFIC_COD_JJ202101202_424252_OA1.0,NIR_JJ202101202
424253,50,0.0011,20,7/4/21,58.08474,-154.5323,Nkodiak,0,0,0,2,JJ202101202_424253_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424253_OA1_rescan1.0,NIR_JJ202101202_rescan1
424253,50,0.0011,20,7/4/21,58.08474,-154.5323,Nkodiak,,,,1,JJ202101202_424253_OA1,,0,0,0,0,0,L,31-Oct-23,PACIFIC_COD_JJ202101202_424253_OA1.0,NIR_JJ202101202
424254,47,0.0009,20,7/4/21,58.08474,-154.5323,Nkodiak,0,0,0,2,JJ202101202_424254_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424254_OA1_rescan1.0,NIR_JJ202101202_rescan1
424254,47,0.0009,20,7/4/21,58.08474,-154.5323,Nkodiak,,,,1,JJ202101202_424254_OA1,,0,0,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424254_OA1.0,NIR_JJ202101202
424274,39,0.0004,19,7/4/21,58.07878,-154.5323,Nkodiak,0,0,0,2,JJ202101202_424274_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424274_OA1_rescan1.0,NIR_JJ202101202_rescan1
424274,39,0.0004,19,7/4/21,58.07878,-154.5323,Nkodiak,,,,1,JJ202101202_424274_OA1,,0,0,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424274_OA1.0,NIR_JJ202101202
424275,37,0.0006,19,7/4/21,58.07878,-154.5323,Nkodiak,0,0,0,2,JJ202101202_424275_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424275_OA1_rescan1.0,NIR_JJ202101202_rescan1
424275,37,0.0006,19,7/4/21,58.07878,-154.5323,Nkodiak,,,,1,JJ202101202_424275_OA1,dried tissue,0,10,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424275_OA1.0,NIR_JJ202101202
424278,41,0.0006,22,7/5/21,58.09903,-154.528,Nkodiak,0,0,0,2,JJ202101202_424278_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424278_OA1_rescan1.0,NIR_JJ202101202_rescan1
424278,41,0.0006,22,7/5/21,58.09903,-154.528,Nkodiak,,,,1,JJ202101202_424278_OA1,dried tissue. Divet near core,0,30,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424278_OA1.0,NIR_JJ202101202
424287,54,0.0013,22,7/5/21,58.09903,-154.528,Nkodiak,0,0,0,2,JJ202101202_424287_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424287_OA1_rescan1.0,NIR_JJ202101202_rescan1
424287,54,0.0013,22,7/5/21,58.09903,-154.528,Nkodiak,,,,1,JJ202101202_424287_OA1,dried tissue,0,15,0,0,0,R,31-Oct-23,PACIFIC_COD_JJ202101202_424287_OA1.0,NIR_JJ202101202
424288,48,0.0012,22,7/5/21,58.09903,-154.528,Nkodiak,0,0,0,2,JJ202101202_424288_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424288_OA1_rescan1.0,NIR_JJ202101202_rescan1
424288,48,0.0012,22,7/5/21,58.09903,-154.528,Nkodiak,,,,1,JJ202101202_424288_OA1,R oto broken,0,0,0,0,0,L,31-Oct-23,PACIFIC_COD_JJ202101202_424288_OA1.0,NIR_JJ202101202
424289,43,0.0008,22,7/5/21,58.09903,-154.528,Nkodiak,0,0,0,2,JJ202101202_424289_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424289_OA1_rescan1.0,NIR_JJ202101202_rescan1
424289,43,0.0008,22,7/5/21,58.09903,-154.528,Nkodiak,,,,1,JJ202101202_424289_OA1,,0,0,0,0,0,L,31-Oct-23,PACIFIC_COD_JJ202101202_424289_OA1.0,NIR_JJ202101202
424291,49,0.0009,22,7/5/21,58.09903,-154.528,Nkodiak,0,0,0,2,JJ202101202_424291_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424291_OA1_rescan1.0,NIR_JJ202101202_rescan1
424291,49,0.0009,22,7/5/21,58.09903,-154.528,Nkodiak,,,,1,JJ202101202_424291_OA1,,0,0,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424291_OA1.0,NIR_JJ202101202
424294,46,0.001,22,7/5/21,58.09903,-154.528,Nkodiak,0,0,0,2,JJ202101202_424294_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424294_OA1_rescan1.0,NIR_JJ202101202_rescan1
424294,46,0.001,22,7/5/21,58.09903,-154.528,Nkodiak,,,,1,JJ202101202_424294_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424294_OA1.0,NIR_JJ202101202
424295,44,0.0007,22,7/5/21,58.09903,-154.528,Nkodiak,0,0,0,2,JJ202101202_424295_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424295_OA1_rescan1.0,NIR_JJ202101202_rescan1
424295,44,0.0007,22,7/5/21,58.09903,-154.528,Nkodiak,,,,1,JJ202101202_424295_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424295_OA1.0,NIR_JJ202101202
424296,51,0.001,22,7/5/21,58.09903,-154.528,Nkodiak,0,0,0,2,JJ202101202_424296_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424296_OA1_rescan1.0,NIR_JJ202101202_rescan1
424296,51,0.001,22,7/5/21,58.09903,-154.528,Nkodiak,,,,1,JJ202101202_424296_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424296_OA1.0,NIR_JJ202101202
424327,51,0.0011,21,7/5/21,58.0873,-154.5468,Nkodiak,0,0,0,2,JJ202101202_424327_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424327_OA1_rescan1.0,NIR_JJ202101202_rescan1
424327,51,0.0011,21,7/5/21,58.0873,-154.5468,Nkodiak,,,,1,JJ202101202_424327_OA1,,0,0,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424327_OA1.0,NIR_JJ202101202
424328,49,0.0007,21,7/5/21,58.0873,-154.5468,Nkodiak,0,0,0,2,JJ202101202_424328_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424328_OA1_rescan1.0,NIR_JJ202101202_rescan1
424328,49,0.0007,21,7/5/21,58.0873,-154.5468,Nkodiak,,,,1,JJ202101202_424328_OA1,,0,0,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424328_OA1.0,NIR_JJ202101202
424331,50,0.001,21,7/5/21,58.0873,-154.5468,Nkodiak,0,0,0,2,JJ202101202_424331_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424331_OA1_rescan1.0,NIR_JJ202101202_rescan1
424331,50,0.001,21,7/5/21,58.0873,-154.5468,Nkodiak,,,,1,JJ202101202_424331_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424331_OA1.0,NIR_JJ202101202
424332,45,0.0008,21,7/5/21,58.0873,-154.5468,Nkodiak,0,0,0,2,JJ202101202_424332_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424332_OA1_rescan1.0,NIR_JJ202101202_rescan1
424332,45,0.0008,21,7/5/21,58.0873,-154.5468,Nkodiak,,,,1,JJ202101202_424332_OA1,,0,0,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424332_OA1.0,NIR_JJ202101202
424333,47,0.0008,21,7/5/21,58.0873,-154.5468,Nkodiak,0,0,0,2,JJ202101202_424333_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424333_OA1_rescan1.0,NIR_JJ202101202_rescan1
424333,47,0.0008,21,7/5/21,58.0873,-154.5468,Nkodiak,,,,1,JJ202101202_424333_OA1,dried tissue,0,5,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424333_OA1.0,NIR_JJ202101202
424336,38,0.0003,21,7/5/21,58.0873,-154.5468,Nkodiak,0,0,0,2,JJ202101202_424336_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424336_OA1_rescan1.0,NIR_JJ202101202_rescan1
424336,38,0.0003,21,7/5/21,58.0873,-154.5468,Nkodiak,,,,1,JJ202101202_424336_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424336_OA1.0,NIR_JJ202101202
424338,42,0.0008,21,7/5/21,58.0873,-154.5468,Nkodiak,0,0,0,2,JJ202101202_424338_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424338_OA1_rescan1.0,NIR_JJ202101202_rescan1
424338,42,0.0008,21,7/5/21,58.0873,-154.5468,Nkodiak,,,,1,JJ202101202_424338_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424338_OA1.0,NIR_JJ202101202
424339,52,0.0012,21,7/5/21,58.0873,-154.5468,Nkodiak,0,0,0,2,JJ202101202_424339_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424339_OA1_rescan1.0,NIR_JJ202101202_rescan1
424339,52,0.0012,21,7/5/21,58.0873,-154.5468,Nkodiak,,,,1,JJ202101202_424339_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424339_OA1.0,NIR_JJ202101202
424349,42,0.0008,21,7/5/21,58.0873,-154.5468,Nkodiak,0,0,0,2,JJ202101202_424349_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424349_OA1_rescan1.0,NIR_JJ202101202_rescan1
424349,42,0.0008,21,7/5/21,58.0873,-154.5468,Nkodiak,,,,1,JJ202101202_424349_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424349_OA1.0,NIR_JJ202101202
424352,40,0.0006,21,7/5/21,58.0873,-154.5468,Nkodiak,,,,1,JJ202101202_424352_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424352_OA1.0,NIR_JJ202101202
424362,47,0.001,23,7/6/21,57.79189,-155.3045,Kenai,0,0,0,2,JJ202101202_424362_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424362_OA1_rescan1.0,NIR_JJ202101202_rescan1
424362,47,0.001,23,7/6/21,57.79189,-155.3045,Kenai,,,,1,JJ202101202_424362_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424362_OA1.0,NIR_JJ202101202
424363,51,0.0012,23,7/6/21,57.79189,-155.3045,Kenai,0,0,0,2,JJ202101202_424363_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424363_OA1_rescan1.0,NIR_JJ202101202_rescan1
424363,51,0.0012,23,7/6/21,57.79189,-155.3045,Kenai,,,,1,JJ202101202_424363_OA1,dried tissue,0,15,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424363_OA1.0,NIR_JJ202101202
424365,51,0.0012,23,7/6/21,57.79189,-155.3045,Kenai,0,0,0,2,JJ202101202_424365_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424365_OA1_rescan1.0,NIR_JJ202101202_rescan1
424365,51,0.0012,23,7/6/21,57.79189,-155.3045,Kenai,,,,1,JJ202101202_424365_OA1,,0,0,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424365_OA1.0,NIR_JJ202101202
424367,45,0.0009,23,7/6/21,57.79189,-155.3045,Kenai,0,0,0,2,JJ202101202_424367_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424367_OA1_rescan1.0,NIR_JJ202101202_rescan1
424367,45,0.0009,23,7/6/21,57.79189,-155.3045,Kenai,,,,1,JJ202101202_424367_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424367_OA1.0,NIR_JJ202101202
424368,41,0.0006,23,7/6/21,57.79189,-155.3045,Kenai,0,0,0,2,JJ202101202_424368_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424368_OA1_rescan1.0,NIR_JJ202101202_rescan1
424368,41,0.0006,23,7/6/21,57.79189,-155.3045,Kenai,,,,1,JJ202101202_424368_OA1,dried tissue,0,40,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424368_OA1.0,NIR_JJ202101202
424369,46,0.0009,23,7/6/21,57.79189,-155.3045,Kenai,0,0,0,2,JJ202101202_424369_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424369_OA1_rescan1.0,NIR_JJ202101202_rescan1
424369,46,0.0009,23,7/6/21,57.79189,-155.3045,Kenai,,,,1,JJ202101202_424369_OA1,dried tissue,0,10,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424369_OA1.0,NIR_JJ202101202
424377,37,0.0005,23,7/6/21,57.79189,-155.3045,Kenai,0,0,0,2,JJ202101202_424377_OA1_rescan1,0,0,0,0,0,0,0,0,PACIFIC_COD_JJ202101202_424377_OA1_rescan1.0,NIR_JJ202101202_rescan1
424377,37,0.0005,23,7/6/21,57.79189,-155.3045,Kenai,,,,1,JJ202101202_424377_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424377_OA1.0,NIR_JJ202101202
424378,39,0.0007,27,7/7/21,57.11407,-156.4718,Kenai,,,,1,JJ202101202_424378_OA1,,0,0,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424378_OA1.0,NIR_JJ202101202
424379,42,0.0007,27,7/7/21,57.11407,-156.4718,Kenai,,,,1,JJ202101202_424379_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424379_OA1.0,NIR_JJ202101202
424380,45,0.0007,27,7/7/21,57.11407,-156.4718,Kenai,,,,1,JJ202101202_424380_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424380_OA1.0,NIR_JJ202101202
424381,37,0.0006,27,7/7/21,57.11407,-156.4718,Kenai,,,,1,JJ202101202_424381_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424381_OA1.0,NIR_JJ202101202
424382,41,0.0007,27,7/7/21,57.11407,-156.4718,Kenai,,,,1,JJ202101202_424382_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424382_OA1.0,NIR_JJ202101202
424389,50,0.0011,27,7/7/21,57.11407,-156.4718,Kenai,,,,1,JJ202101202_424389_OA1,,0,0,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424389_OA1.0,NIR_JJ202101202
424391,47,0.0009,27,7/7/21,57.11407,-156.4718,Kenai,,,,1,JJ202101202_424391_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424391_OA1.0,NIR_JJ202101202
424392,49,0.001,27,7/7/21,57.11407,-156.4718,Kenai,,,,1,JJ202101202_424392_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424392_OA1.0,NIR_JJ202101202
424395,44,0.0006,27,7/7/21,57.11407,-156.4718,Kenai,,,,1,JJ202101202_424395_OA1,dried tissue,0,75,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424395_OA1.0,NIR_JJ202101202
424397,51,0.0012,27,7/7/21,57.11407,-156.4718,Kenai,,,,1,JJ202101202_424397_OA1,,0,0,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424397_OA1.0,NIR_JJ202101202
424399,50,0.0012,27,7/7/21,57.11407,-156.4718,Kenai,,,,1,JJ202101202_424399_OA1,left oto broken,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424399_OA1.0,NIR_JJ202101202
424407,36,0.0004,27,7/7/21,57.11407,-156.4718,Kenai,,,,1,JJ202101202_424407_OA1,left oto broken,0,30,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424407_OA1.0,NIR_JJ202101202
424412,55,0.0015,26,7/7/21,57.1102,-156.4486,Kenai,,,,1,JJ202101202_424412_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424412_OA1.0,NIR_JJ202101202
424414,46,0.0006,26,7/7/21,57.1102,-156.4486,Kenai,,,,1,JJ202101202_424414_OA1,dried tissue,0,5,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424414_OA1.0,NIR_JJ202101202
424415,48,0.001,26,7/7/21,57.1102,-156.4486,Kenai,,,,1,JJ202101202_424415_OA1,dried tissue,0,5,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424415_OA1.0,NIR_JJ202101202
424419,44,0.0008,26,7/7/21,57.1102,-156.4486,Kenai,,,,1,JJ202101202_424419_OA1,,0,0,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424419_OA1.0,NIR_JJ202101202
424421,37,0.0004,26,7/7/21,57.1102,-156.4486,Kenai,,,,1,JJ202101202_424421_OA1,dried tissue and dark pigment,0,90,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424421_OA1.0,NIR_JJ202101202
424422,40,0.0006,26,7/7/21,57.1102,-156.4486,Kenai,,,,1,JJ202101202_424422_OA1,dried tissue,0,40,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424422_OA1.0,NIR_JJ202101202
424428,42,0.0007,26,7/7/21,57.1102,-156.4486,Kenai,,,,1,JJ202101202_424428_OA1,,0,0,0,0,0,L,8-Nov-23,PACIFIC_COD_JJ202101202_424428_OA1.0,NIR_JJ202101202
424430,45,0.0008,26,7/7/21,57.1102,-156.4486,Kenai,,,,1,JJ202101202_424430_OA1,,0,0,0,0,0,R,8-Nov-23,PACIFIC_COD_JJ202101202_424430_OA1.0,NIR_JJ202101202
